 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Município e Faixa Etária 1
Período:2020
"Município";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"261020 Panelas";2260;2275;2097;1993;4400;3842;3146;2450;1868;1377;748;26456
"261030 Paranatama";997;1008;940;887;1858;1650;1438;1211;746;542;289;11566
"261040 Parnamirim";1886;1885;1828;1817;3624;3266;2671;2168;1455;1018;488;22106
"261050 Passira";1950;2038;2049;2071;4524;4610;3946;3355;2213;1348;790;28894
"261060 Paudalho";4429;4532;4640;4818;9894;8905;8019;5593;3409;1894;796;56929
"261070 Paulista";19927;21496;23465;25035;52412;52900;49498;39921;29379;14830;5513;334376
"261080 Pedra";1892;1886;1802;1909;3729;3313;2840;2381;1462;962;492;22668
"261090 Pesqueira";5104;5357;5446;5565;11060;9987;8524;7348;4723;2937;1684;67735
"261100 Petrolândia";3393;3371;3399;3245;6108;5879;4438;3275;2076;1201;516;36901
"261110 Petrolina";28713;29615;31708;33260;65140;57505;46657;30779;17567;9572;3801;354317
"261120 Poção";937;953;935;939;1866;1510;1312;1264;809;506;274;11305
"261130 Pombos";1826;1893;1917;2144;4583;4561;3835;2836;1901;1096;556;27148
"261140 Primavera";1213;1209;1206;1374;2688;2453;2025;1380;906;439;208;15101
"261150 Quipapá";2355;2357;2173;2131;4618;4120;3099;2299;1563;968;492;26175
"261153 Quixaba";518;546;531;490;1128;1045;855;698;534;315;145;6805
"261160 Recife";91696;97948;109761;121048;253260;268353;244624;204551;145751;78079;38390;1653461
"261170 Riacho das Almas";1467;1479;1462;1533;3474;3263;2869;2207;1400;986;506;20646
"261180 Ribeirão";3533;3623;3635;4022;8140;7688;6541;5018;2993;1670;753;47616
"261190 Rio Formoso";1962;2015;2029;2004;4137;3930;3160;2279;1183;640;289;23628
"261200 Sairé";631;642;607;745;1672;1369;1467;1045;746;543;297;9764
"261210 Salgadinho";698;727;752;816;1686;1953;1612;1166;881;537;240;11068
"261220 Salgueiro";4923;5000;5124;5253;10011;9791;8170;5833;3669;2255;1220;61249
"261230 Saloá";1321;1348;1264;1183;2553;2275;1945;1655;1092;786;440;15862
"261240 Sanharó";2164;2260;2273;2527;4865;3839;3306;2525;1652;1013;466;26890
"261245 Santa Cruz";1456;1421;1314;1359;2615;2143;1795;1400;927;776;352;15558
"261247 Santa Cruz da Baixa Verde";991;1030;1044;946;1959;2048;1638;1218;852;626;298;12650
"261250 Santa Cruz do Capibaribe";8555;8955;10525;11169;20580;19723;13872;8358;4659;2428;1073;109897
"261255 Santa Filomena";1349;1308;1177;1147;2427;2073;1756;1281;961;724;359;14562
"261260 Santa Maria da Boa Vista";4091;4031;3829;3796;7229;6328;4882;3627;2322;1367;598;42100
"261270 Santa Maria do Cambucá";1145;1134;1056;1100;2402;2172;1789;1390;942;712;381;14223
"261280 Santa Terezinha";954;1007;1034;967;1854;1832;1355;1200;813;553;296;11865
"261290 São Benedito do Sul";1239;1169;1090;1245;2874;3042;2282;1496;899;514;219;16069
"261300 São Bento do Una";5231;5168;4863;5158;10414;9189;7104;5591;3904;2301;1119;60042
"261310 São Caitano";2965;3000;2964;3078;6647;5892;4756;3599;2200;1469;798;37368
"261320 São João";1958;1962;1835;1889;3971;3445;2835;2062;1517;934;491;22899
"261330 São Joaquim do Monte";1609;1601;1542;1702;3628;3261;2686;2259;1556;991;563;21398
"261340 São José da Coroa Grande";1947;1894;1817;1884;3638;3248;2774;2152;1235;688;309;21586
"261350 São José do Belmonte";2520;2615;2569;2682;5443;5221;4242;3572;2525;1712;920;34021
"261360 São José do Egito";2342;2469;2481;2525;5423;5328;4364;3745;2624;1810;999;34110
"261370 São Lourenço da Mata";7884;8095;8404;9083;19012;19022;16667;12302;7887;4033;1690;114079
"261380 São Vicente Ferrer";1402;1436;1369;1409;3283;2744;2268;1795;1273;695;411;18085
"261390 Serra Talhada";6484;6804;7024;6887;14367;13968;11818;8810;5393;3546;1814;86915
"261400 Serrita";1614;1601;1528;1619;3272;2879;2344;1825;1196;865;453;19196
"261410 Sertânia";2660;2730;2715;2869;5676;5899;4677;3832;2492;1641;859;36050
"261420 Sirinhaém";4175;4177;4127;4112;8264;7922;6082;3829;2082;1122;469;46361
"261440 Solidão";473;489;459;439;1009;977;730;642;414;271;118;6021
"261450 Surubim";4619;4820;4850;4959;10687;10470;9053;6674;4720;3136;1659;65647
"261460 Tabira";2113;2146;2139;2389;4647;4543;3644;2924;2079;1380;690;28694
"261470 Tacaimbó";956;995;982;1060;2102;1992;1569;1320;904;628;351;12859
"261480 Tacaratu";2416;2366;2230;2206;4349;3988;3077;2337;1580;1032;525;26106
"261485 Tamandaré";2085;2004;1975;2124;4252;3810;3001;2178;1244;686;264;23623
"261500 Taquaritinga do Norte";2207;2212;2261;2494;5110;4774;3837;2937;1751;1043;501;29127
"261510 Terezinha";594;609;580;514;1245;1096;817;722;526;329;166;7198
"261520 Terra Nova";804;834;861;867;1667;1482;1347;1078;617;427;222;10206
"261530 Timbaúba";3789;3877;3882;3898;8591;8176;7262;5673;4088;2345;1221;52802
"261540 Toritama";4072;4053;4603;5004;8811;8297;5482;3064;1589;791;398;46164
"261550 Tracunhaém";1122;1141;1152;1055;2130;2234;2005;1384;902;486;202;13813
"261560 Trindade";2966;2974;2871;2869;5514;4670;3336;2555;1544;1044;473;30816
"261570 Triunfo";973;1034;1039;1008;2348;2393;1956;1859;1216;910;507;15243
"261580 Tupanatinga";2772;2723;2437;2419;4900;3908;2982;2411;1529;1009;461;27551
"261590 Tuparetama";524;566;565;513;1179;1281;1065;1060;658;521;280;8212
"261600 Venturosa";1515;1552;1551;1573;3020;2901;2297;1875;1217;782;378;18661
"261610 Verdejante";787;786;748;722;1596;1396;1136;972;692;488;230;9553
"261618 Vertente do Lério";540;554;493;473;1273;1215;995;828;618;365;217;7571
"261620 Vertentes";1637;1658;1670;1715;3396;3508;2714;1920;1297;905;534;20954
"261630 Vicência";2411;2442;2436;2626;5983;5977;4377;3218;1973;947;382;32772
"261640 Vitória de Santo Antão";9401;9793;10210;10797;22828;22858;20062;15156;9942;5735;2801;139583
"261650 Xexéu";1332;1364;1281;1163;2713;2222;1807;1348;841;473;213;14757
"270010 Água Branca";1757;1806;1804;1814;3512;2883;2267;1870;1181;906;430;20230
"270020 Anadia";1362;1415;1497;1481;2979;2622;2284;1747;1160;650;329;17526
"270030 Arapiraca";16253;17162;19043;20698;41698;36816;30611;23562;15000;8580;3624;233047
"270040 Atalaia";4275;4296;4397;4712;8622;7005;5606;3964;2622;1319;547;47365
"270050 Barra de Santo Antônio";1388;1394;1442;1587;3050;2395;2021;1362;904;379;146;16068
"270060 Barra de São Miguel";674;707;770;779;1563;1313;1169;745;394;188;76;8378
"270070 Batalha";1376;1398;1492;1767;3309;2889;2186;1840;1117;673;291;18338
"270080 Belém";285;303;321;317;699;640;562;457;343;250;107;4284
"270090 Belo Monte";491;523;524;594;1275;1036;785;684;415;250;133;6710
"270100 Boca da Mata";2102;2181;2268;2548;4853;4040;3497;2570;1874;990;433;27356
"270110 Branquinha";957;949;966;1044;1848;1539;1220;854;650;318;115;10460
"270120 Cacimbinhas";874;893;888;903;1899;1603;1256;1125;727;480;241;10889
"270130 Cajueiro";1825;1870;1986;2252;3847;3407;2362;1741;1142;627;272;21331
"270135 Campestre";609;639;620;635;1311;1027;889;584;345;194;101;6954
"270140 Campo Alegre";4882;5111;5620;6163;10922;9263;6498;4362;2812;1437;467;57537
"270150 Campo Grande";753;778;775;849;1754;1428;1088;928;653;372;189;9567
"270160 Canapi";1698;1695;1620;1616;3209;2307;1964;1666;981;679;284;17719
"270170 Capela";1479;1489;1529;1730;2970;2422;2047;1462;998;589;264;16979
"270180 Carneiros";960;919;893;916;1717;1250;946;712;418;277;151;9159
"270190 Chã Preta";666;681;659;638;1261;1042;925;662;433;246;98;7311
"270200 Coité do Nóia";767;820;859;901;1732;1471;1256;1238;821;533;245;10643
"270210 Colônia Leopoldina";1975;1973;1998;2196;4022;3195;2645;1700;1181;634;299;21818
"270220 Coqueiro Seco";445;461;484;526;997;914;778;593;390;181;95;5864
"270230 Coruripe";4707;4792;5138;5593;10268;9051;7227;5275;3047;1568;628;57294
"270235 Craíbas";1945;2019;2064;2124;4335;3565;2823;2466;1648;941;379;24309
"270240 Delmiro Gouveia";4039;4223;4526;4581;8899;8094;6589;5139;3274;2013;885;52262
"270250 Dois Riachos";878;898;905;988;2042;1574;1382;1061;707;434;198;11067
"270255 Estrela de Alagoas";1300;1387;1391;1338;2980;2680;2340;1899;1422;1043;475;18255
"270260 Feira Grande";1782;1851;1924;1881;3946;3328;2628;2099;1425;906;408;22178
"270270 Feliz Deserto";389;393;392;409;960;692;574;456;295;146;73;4779
"270280 Flexeiras";1108;1115;1114;1237;2327;1685;1572;1210;783;463;193;12807
"270290 Girau do Ponciano";3312;3394;3509;3947;7643;6281;4785;3776;2504;1458;628;41237
"270300 Ibateguara";1354;1422;1373;1408;2914;2131;1795;1408;989;550;283;15627
"270310 Igaci";1905;2017;2065;1996;4077;3928;3244;2684;1920;1241;536;25613
"270320 Igreja Nova";1903;1965;2045;2086;4402;3980;3027;2250;1568;869;491;24586
"270330 Inhapi";1719;1719;1632;1685;3341;2597;1922;1604;1055;729;389;18392
"270340 Jacaré dos Homens";429;433;439;450;899;729;647;539;347;210;97;5219
"270350 Jacuípe";615;633;622;696;1401;1052;855;563;316;179;74;7006
"270360 Japaratinga";768;759;788;901;1468;1188;1008;751;476;212;84;8403
"270370 Jaramataia";460;457;499;556;1020;886;679;584;321;211;88;5761
"270375 Jequiá da Praia";960;950;969;1125;2195;1747;1490;986;600;358;156;11536
"270380 Joaquim Gomes";2377;2326;2331;2448;4144;3363;2869;2025;1334;606;258;24081
"270390 Jundiá";323;343;343;348;715;602;533;445;262;155;68;4137
"270400 Junqueiro";1811;1874;1964;2240;4397;3839;3097;2421;1629;980;470;24722
"270410 Lagoa da Canoa";1252;1334;1422;1603;3041;2599;2167;1833;1272;889;359;17771
"270420 Limoeiro de Anadia";2049;2079;2165;2464;5130;4698;3558;2921;1913;1242;552;28771
"270430 Maceió";63940;68250;80197;90487;175102;162610;147500;112936;73357;35928;15053;1025360
"270440 Major Isidoro";1514;1577;1614;1697;3532;3004;2389;2044;1283;827;383;19864
"270490 Mar Vermelho";235;252;240;255;557;465;518;394;289;183;106;3494
"270450 Maragogi";2949;2919;2996;3275;6284;4970;4149;2791;1566;822;311;33032
"270460 Maravilha";727;740;713;715;1604;1285;1025;959;626;414;196;9004
"270470 Marechal Deodoro";3968;4037;4288;4877;9367;8076;7205;5265;3287;1439;571;52380
"270480 Maribondo";931;980;1033;1138;2197;1970;1733;1293;970;638;310;13193
"270500 Mata Grande";2343;2363;2284;2290;4491;3528;2706;2249;1459;997;497;25207
"270510 Matriz de Camaragibe";2105;2122;2126;2395;4464;3583;3131;2196;1469;729;314;24634
"270520 Messias";1624;1650;1716;1850;3304;2678;2196;1408;921;471;213;18031
"270530 Minador do Negrão";356;390;416;397;889;790;734;560;413;275;102;5322
"270540 Monteirópolis";643;660;624;669;1365;994;796;606;413;260;135;7165
"270550 Murici";2476;2529;2646;2885;5189;4320;3318;2333;1485;791;361;28333
"270560 Novo Lino";1157;1179;1217;1203;2306;2003;1501;1066;624;349;159;12764
"270570 Olho d'Água das Flores";1710;1774;1830;1964;3927;3207;2676;2062;1323;831;434;21738
"270580 Olho d'Água do Casado";851;867;861;905;1831;1385;975;833;471;326;136;9441
"270590 Olho d'Água Grande";473;481;460;444;881;728;580;431;295;237;118;5128
"270600 Olivença";913;926;887;997;2244;1722;1380;1080;750;494;264;11657
"270610 Ouro Branco";963;982;1006;981;1975;1620;1359;1109;740;524;276;11535
"270620 Palestina";426;453;420;426;937;636;599;490;303;224;123;5037
"270630 Palmeira dos Índios";5007;5313;5841;6016;11668;11274;9706;7991;5341;3508;1672;73337
"270640 Pão de Açúcar";2015;2101;2072;1818;4602;3501;2910;2333;1572;930;497;24351
"270642 Pariconha";911;925;934;969;1771;1457;1255;962;607;515;233;10539
"270644 Paripueira";1069;1068;1109;1287;2461;2011;1877;1189;743;368;150;13332
"270650 Passo de Camaragibe";1468;1413;1398;1579;2736;2260;1873;1165;785;386;195;15258
"270660 Paulo Jacinto";532;541;576;688;1222;1187;996;728;574;345;171;7560
"270670 Penedo";4673;4931;5237;5396;11317;10255;8164;6371;4180;2175;1147;63846
"270680 Piaçabuçu";1422;1492;1523;1591;3204;2763;2187;1680;1096;583;307;17848
"270690 Pilar";2861;2932;3092;3293;5883;5443;4583;3256;2240;1147;482;35212
"270700 Pindoba";217;209;215;273;495;422;421;298;219;74;62;2905
"270710 Piranhas";2293;2329;2305;2401;4880;3594;2800;2066;1359;833;323;25183
"270720 Poço das Trincheiras";1385;1385;1336;1333;2806;1974;1560;1317;716;415;191;14418
"270730 Porto Calvo";2315;2335;2344;2718;5117;3929;3481;2309;1468;822;411;27249
"270740 Porto de Pedras";657;629;641;740;1278;1153;1026;779;468;217;113;7701
"270750 Porto Real do Colégio";1564;1611;1679;1713;3583;3125;2501;1954;1283;731;368;20112
"270760 Quebrangulo";825;866;902;929;2048;1711;1485;1075;752;449;206;11248
"270770 Rio Largo";5442;5736;6309;7052;13981;11204;10234;7559;4638;2239;1000;75394
"270780 Roteiro";724;696;696;755;1186;938;690;419;314;175;56;6649
"270790 Santa Luzia do Norte";564;553;567;713;1291;1055;1027;664;493;275;118;7320
"270800 Santana do Ipanema";4002;4017;4164;4534;8799;7104;5682;4339;2671;1671;836;47819
"270810 Santana do Mundaú";893;912;900;913;1969;1675;1307;953;667;338;160;10687
"270820 São Brás";526;559;556;561;1175;961;925;751;505;296;154;6969
"270830 São José da Laje";2021;2084;2116;2314;4577;3333;2839;2032;1487;791;402;23996
"270840 São José da Tapera";3226;3173;2985;3057;6395;4412;3299;2616;1627;1087;528;32405
"270850 São Luís do Quitunde";3300;3216;3277;3833;6621;4997;4069;2627;1618;799;335;34692
"270860 São Miguel dos Campos";4858;4986;5593;6268;11026;10102;7783;5411;3402;1668;700;61797
"270870 São Miguel dos Milagres";672;679;720;732;1322;1189;1113;736;495;239;116;8013
"270880 São Sebastião";2914;2925;2979;3202;6213;5199;4018;3040;2076;1196;528;34290
"270890 Satuba";938;990;1106;1327;2576;2250;1955;1447;785;399;163;13936
"270895 Senador Rui Palmeira";1364;1345;1303;1344;2652;1835;1430;1176;693;540;239;13921
"270900 Tanque d'Arca";432;450;460;473;1050;990;815;598;428;296;146;6138
"270910 Taquarana";1505;1583;1577;1569;3335;2985;2521;2092;1524;985;396;20072
"270915 Teotônio Vilela";4019;4049;4084;4323;8231;6499;5172;3759;2462;1296;478;44372
"270920 Traipu";2426;2578;2545;2516;4973;3849;3022;2607;1670;1108;532;27826
"270930 União dos Palmares";5339;5442;5632;6100;11865;9956;8103;5973;4067;2274;1039;65790
"270940 Viçosa";1973;2069;2185;2241;4501;3775;3336;2553;1749;874;437;25693
"280010 Amparo de São Francisco";191;193;199;187;411;385;302;232;140;89;51;2380
"280020 Aquidabã";1632;1629;1620;1662;3726;3339;2905;2212;1543;932;481;21681
"280030 Aracaju";40201;42343;49370;51256;107896;120115;98664;72922;47854;24138;10149;664908
"280040 Arauá";782;789;776;751;1766;1554;1334;1054;644;348;149;9947
"280050 Areia Branca";1505;1479;1474;1559;3472;2953;2540;1828;1047;548;281;18686
"280060 Barra dos Coqueiros";2391;2338;2434;2591;5575;5056;4331;3286;1754;816;358;30930
"280067 Boquim";1949;1991;2015;2039;4513;4054;3724;3128;1852;1158;476;26899
"280070 Brejo Grande";876;824;753;695;1596;1275;957;640;417;199;121;8353
"280100 Campo do Brito";1353;1358;1364;1372;3130;2805;2404;1932;1318;774;408;18218
"280110 Canhoba";343;332;314;321;699;604;506;427;232;156;72;4006
"280120 Canindé de São Francisco";2917;2802;2662;3028;6054;4632;3719;2393;1214;703;278;30402
"280130 Capela";2891;2870;2839;2945;6180;5774;4263;3061;2006;1121;564;34514
"280140 Carira";1720;1690;1694;1784;3792;3479;2820;2295;1559;956;450;22239
"280150 Carmópolis";1490;1476;1527;1631;3458;2793;2012;1369;770;294;117;16937
"280160 Cedro de São João";432;446;456;464;892;911;754;728;399;291;140;5913
"280170 Cristinápolis";1659;1598;1552;1629;3401;2788;2271;1557;876;496;202;18029
"280190 Cumbe";259;264;268;323;680;612;589;449;262;198;94;3998
"280200 Divina Pastora";452;457;455;431;944;783;642;510;317;155;69;5215
"280210 Estância";5186;5258;5360;5416;12411;11558;9207;7215;4544;2308;1093;69556
"280220 Feira Nova";420;424;422;473;977;842;745;598;383;217;100;5601
"280230 Frei Paulo";1147;1147;1164;1174;2938;2508;2046;1536;994;608;294;15556
"280240 Gararu";924;897;864;917;1951;1805;1610;1281;701;448;203;11601
"280250 General Maynard";250;252;253;277;625;580;456;328;207;109;47;3384
"280260 Gracho Cardoso";414;419;416;400;932;883;810;650;469;281;150;5824
"280270 Ilha das Flores";812;792;754;660;1526;1239;1054;787;452;275;170;8521
"280280 Indiaroba";1841;1753;1656;1665;3432;2766;2073;1439;850;453;221;18149
"280290 Itabaiana";6863;6921;7335;7957;17422;16091;13053;9738;6024;3289;1449;96142
"280300 Itabaianinha";3677;3595;3495;3658;7441;6727;5221;3875;2494;1353;630;42166
"280310 Itabi";302;316;308;318;764;682;708;663;446;264;115;4886
"280320 Itaporanga d'Ajuda";2926;2839;2789;2879;6349;5655;4694;3227;1790;1079;482;34709
"280330 Japaratuba";1390;1365;1374;1491;3486;3093;2465;2056;1215;670;302;18907
"280340 Japoatã";1183;1163;1151;1151;2266;2072;1718;1306;734;477;208;13429
"280350 Lagarto";7370;7453;7617;8318;18857;16890;14029;11421;7217;4108;1941;105221
"280360 Laranjeiras";2476;2482;2614;2706;5615;5223;3861;2659;1448;727;269;30080
"280370 Macambira";501;513;494;502;1167;1043;924;767;535;337;178;6961
"280380 Malhada dos Bois";324;322;316;279;643;578;508;383;180;111;55;3699
"280390 Malhador";963;958;930;943;2177;2009;1746;1342;914;468;203;12653
"280400 Maruim";1498;1480;1531;1476;3045;2842;2272;1597;898;453;179;17271
"280410 Moita Bonita";735;745;762;717;1877;1791;1660;1228;904;611;318;11348
"280420 Monte Alegre de Sergipe";1348;1331;1291;1331;2691;2355;1932;1455;806;452;183;15175
"280430 Muribeca";546;544;542;584;1386;1309;1072;773;500;263;120;7639
"280440 Neópolis";1441;1454;1432;1417;3276;2912;2445;1993;1274;698;361;18703
"280445 Nossa Senhora Aparecida";589;586;585;616;1507;1363;1356;976;645;416;170;8809
"280450 Nossa Senhora da Glória";2798;2793;2881;3208;6801;6310;4785;3780;2188;1255;525;37324
"280460 Nossa Senhora das Dores";2047;2042;2061;2115;4676;4328;3512;2709;1821;1011;473;26795
"280470 Nossa Senhora de Lourdes";495;509;483;460;1143;974;828;763;459;268;114;6496
"280480 Nossa Senhora do Socorro";14287;14259;14973;16372;36410;29846;24119;19762;10283;4085;1310;185706
"280490 Pacatuba";1319;1269;1198;1201;2677;2412;1742;1215;822;455;230;14540
"280500 Pedra Mole";229;238;240;212;564;563;456;352;245;121;65;3285
"280510 Pedrinhas";755;767;740;780;1763;1489;1252;1024;604;335;156;9665
"280520 Pinhão";467;472;457;483;1133;1016;857;748;524;336;134;6627
"280530 Pirambu";817;824;828;791;1679;1477;1134;890;522;267;130;9359
"280540 Poço Redondo";3407;3238;3059;3187;6948;5275;3985;2896;1672;1056;399;35122
"280550 Poço Verde";1618;1658;1647;1747;4171;3575;3143;2663;1828;1241;576;23867
"280560 Porto da Folha";2452;2423;2362;2240;5240;4552;3651;2634;1660;1002;477;28693
"280570 Propriá";2162;2220;2323;2313;5183;4892;3699;3472;1914;990;524;29692
"280580 Riachão do Dantas";1540;1517;1432;1563;3662;3076;2646;2025;1181;781;386;19809
"280590 Riachuelo";895;868;901;934;1842;1711;1322;903;517;275;116;10284
"280600 Ribeirópolis";1202;1247;1277;1344;3240;3082;2625;2086;1340;892;438;18773
"280610 Rosário do Catete";960;931;959;982;1971;1828;1468;1028;544;240;97;11008
"280620 Salgado";1454;1482;1433;1481;3580;3134;2947;2132;1250;780;352;20025
"280630 Santa Luzia do Itanhy";1403;1352;1230;1216;2648;2149;1655;1180;758;374;156;14121
"280650 Santa Rosa de Lima";323;316;308;336;690;564;522;374;239;163;88;3923
"280640 Santana do São Francisco";703;680;674;632;1447;1317;1030;657;375;218;111;7844
"280660 Santo Amaro das Brotas";1018;1051;1052;883;2024;1937;1585;1223;774;399;205;12151
"280670 São Cristóvão";7029;7049;7439;7460;16478;15338;12068;9180;5663;2400;989;91093
"280680 São Domingos";872;867;845;808;1915;1702;1579;1096;817;488;218;11207
"280690 São Francisco";279;274;278;327;661;571;514;429;246;138;64;3781
"280700 São Miguel do Aleixo";254;264;270;316;731;638;534;405;283;169;83;3947
"280710 Simão Dias";2751;2770;2815;3144;7305;6608;5395;4498;2657;1749;914;40606
"280720 Siriri";819;816;797;725;1568;1322;1099;821;533;316;154;8970
"280730 Telha";248;249;247;251;645;505;459;318;178;100;49;3249
"280740 Tobias Barreto";3643;3723;3805;4197;9507;8371;6867;5670;3513;2188;1046;52530
"280750 Tomar do Geru";1068;1024;964;1076;2559;2220;1863;1347;760;446;208;13535
"280760 Umbaúba";2143;2099;2096;2233;4630;4228;3228;2378;1482;725;308;25550
"290010 Abaíra";426;460;510;514;1072;1288;1175;1162;1035;627;441;8710
"290020 Abaré";1810;1734;1749;1918;3559;3125;2474;1763;1102;742;371;20347
"290030 Acajutiba";1270;1260;1218;1277;2485;2120;1927;1522;1055;648;405;15187
"290035 Adustina";1155;1146;1180;1412;2977;2748;2219;1953;1170;782;384;17126
"290040 Água Fria";1172;1151;1129;1271;2980;2835;2185;1690;1181;948;491;17033
"290060 Aiquara";311;298;297;315;629;729;562;489;429;218;139;4416
"290070 Alagoinhas";9267;9648;10897;11647;24535;26057;23170;17371;10647;5967;3121;152327
"290080 Alcobaça";1933;1876;1851;1891;3927;3287;2812;2210;1550;794;359;22490
"290090 Almadina";339;351;350;323;804;809;684;630;553;336;187;5366
"290100 Amargosa";2395;2410;2561;3143;6224;5829;5224;4033;2739;1671;1212;37441
"290110 Amélia Rodrigues";1751;1767;1891;2036;4036;3972;3666;2737;1785;960;447;25048
"290115 América Dourada";1413;1389;1349;1297;2699;2199;2049;1639;1075;641;340;16090
"290120 Anagé";1318;1409;1409;1388;2982;3055;2959;2632;2088;1516;851;21607
"290130 Andaraí";1074;1034;1003;1182;2380;2069;1553;1217;846;528;246;13132
"290135 Andorinha";982;965;985;1165;2557;2443;2015;1555;878;622;336;14503
"290140 Angical";964;968;973;1031;2274;2316;1796;1479;1056;730;351;13938
"290150 Anguera";685;694;750;816;1681;1912;1698;1227;823;637;374;11297
"290160 Antas";1071;1111;1257;1395;3182;3305;2729;2296;1409;1104;620;19479
"290170 Antônio Cardoso";889;889;910;879;1973;1935;1468;1174;702;528;330;11677
"290180 Antônio Gonçalves";903;884;879;914;1899;1812;1577;1238;890;565;317;11878
"290190 Aporá";1350;1320;1277;1458;3067;2558;2285;1874;1287;848;464;17788
"290195 Apuarema";565;531;516;536;1223;1192;920;727;582;335;175;7302
"290205 Araças";1030;1005;1017;1078;2295;2027;1550;1039;681;326;160;12208
"290200 Aracatu";794;836;897;885;1885;2047;1720;1589;1178;779;435;13045
"290210 Araci";4617;4460;4227;4771;9873;8080;6513;5227;3334;2441;1105;54648
"290220 Aramari";736;723;749;949;1984;1986;1733;1171;746;449;235;11461
"290225 Arataca";1092;1036;972;919;1828;1573;1331;961;688;386;175;10961
"290230 Aratuípe";634;626;624;725;1635;1489;1228;868;574;289;145;8837
"290240 Aurelino Leal";900;908;908;805;1839;1891;1421;1148;775;452;252;11299
"290250 Baianópolis";1133;1136;1137;1030;2206;2226;1787;1374;949;616;335;13929
"290260 Baixa Grande";1635;1628;1625;1518;3101;2909;2635;2161;1596;1053;588;20449
"290265 Banzaê";1062;1034;1032;1032;2274;2025;1668;1344;813;640;316;13240
"290270 Barra";5138;4920;4640;4948;10129;8191;5806;4445;2974;1785;934;53910
"290280 Barra da Estiva";1531;1559;1654;1869;3678;3475;2445;1796;1277;715;393;20392
"290290 Barra do Choça";2392;2571;2751;2607;5036;4751;3746;2964;2167;1483;741;31209
"290300 Barra do Mendes";953;966;947;975;2015;1951;1727;1600;1342;901;456;13833
"290310 Barra do Rocha";430;418;417;418;880;1019;719;603;401;209;98;5612
"290320 Barreiras";11902;11789;13417;14552;28705;27635;20469;14558;8246;3932;1770;156975
"290323 Barro Alto";1174;1145;1130;1270;2532;2185;1934;1582;1053;698;351;15054
"290330 Barro Preto";359;383;399;384;846;789;744;676;490;252;126;5448
"290327 Barrocas";1245;1214;1303;1392;2631;2985;2162;1429;882;619;243;16105
"290340 Belmonte";1961;1886;1856;2039;4029;3595;2954;2179;1647;856;435;23437
"290350 Belo Campo";1108;1167;1249;1315;2674;2431;2149;1965;1432;1024;595;17109
"290360 Biritinga";1182;1152;1161;1304;2706;2625;2032;1609;1034;740;439;15984
"290370 Boa Nova";776;781;773;957;1989;1778;1484;1385;1117;814;475;12329
"290380 Boa Vista do Tupim";1478;1497;1442;1325;3203;2590;2247;1922;1372;957;498;18531
"290390 Bom Jesus da Lapa";5762;5681;5896;6015;11793;11486;8723;6702;4168;2288;1148;69662
"290395 Bom Jesus da Serra";676;701;737;800;1534;1525;1193;981;769;579;328;9823
"290400 Boninal";996;1028;1064;1102;2416;2205;1728;1492;1140;789;486;14446
"290405 Bonito";1489;1424;1385;1667;3460;2447;1979;1425;888;519;201;16884
"290410 Boquira";1393;1424;1487;1661;3613;3287;2739;2291;1615;1255;732;21497
"290420 Botuporã";606;637;675;796;1688;1480;1318;1224;815;574;316;10129
"290430 Brejões";956;986;1053;1137;2360;2260;1764;1481;1169;624;432;14222
"290440 Brejolândia";705;714;746;711;1454;1676;1471;1310;896;636;299;10618
"290450 Brotas de Macaúbas";688;703;682;674;1559;1379;1222;1205;933;666;419;10130
"290460 Brumado";3968;4127;4521;4884;10543;11343;9780;7933;5169;3346;1721;67335
"290470 Buerarema";1190;1230;1257;1217;2763;2724;2330;2183;1807;1027;578;18306
"290475 Buritirama";1776;1720;1636;1856;4148;3405;2538;1804;1230;773;390;21276
"290480 Caatiba";417;464;534;584;1019;992;860;659;471;327;161;6488
"290485 Cabaceiras do Paraguaçu";1589;1531;1509;1745;3446;3091;2284;1595;1046;681;394;18911
"290490 Cachoeira";2138;2214;2479;2850;5826;5791;4758;3353;2175;1252;731;33567
"290500 Caculé";1322;1364;1499;1740;3706;3832;3165;2706;1886;1324;747;23291
"290510 Caém";738;803;819;750;1435;1162;1033;940;614;493;271;9058
"290515 Caetanos";918;960;1091;1207;2229;2408;1928;1550;1160;768;389;14608
"290520 Caetité";3255;3312;3646;3953;8582;8593;6648;5447;3824;2371;1450;51081
"290530 Cafarnaum";1589;1581;1564;1514;3268;2738;2234;1768;1202;706;349;18513
"290540 Cairu";1597;1494;1609;1803;3456;3272;2472;1502;771;307;144;18427
"290550 Caldeirão Grande";1126;1094;1108;1126;2134;1973;1582;1290;994;648;316;13391
"290560 Camacan";2734;2702;2702;2533;4971;4844;3819;3193;2482;1347;679;32006
"290570 Camaçari";22293;22000;24800;26459;53417;54959;44131;28757;17695;7176;2615;304302
"290580 Camamu";3523;3344;3205;3126;6503;5294;3796;2874;2122;1082;513;35382
"290590 Campo Alegre de Lourdes";2278;2320;2272;2159;4862;4256;3500;3031;2065;1373;704;28820
